,ID,Intercept,umol.L.sec,Temp.C,Light_Dark
1369,Ggrap_3_34C,156.7029614,-0.036081231,33.97586207,NA
1370,Ggrap_3_36C,150.0000655,-0.036896542,35.9302,NA
1371,Ggrap_3_38C,129.6564285,-0.007690098,37.82985806,NA
1372,Ggrap_4_14C,224.7816849,-0.004652937,14.28384242,NA
1373,Ggrap_4_18C,225.1468687,-0.006815046,18.24409424,NA
1374,Ggrap_4_22C,208.0525895,-0.009627338,22.35579747,NA
1375,Ggrap_4_24C,198.4613501,-0.010740065,24.03203614,NA
1376,Ggrap_4_26C,188.9685678,-0.011920305,26.2119337,NA
1377,Ggrap_4_27C,182.4720543,-0.013072235,27.13267949,NA
1378,Ggrap_4_28C,174.8918383,-0.013433197,28.08144025,NA
1379,Ggrap_4_29C,171.2518697,-0.013767139,29.06345562,NA
1380,Ggrap_4_30C,168.1877839,-0.014240572,29.95117683,NA
1381,Ggrap_4_32C,156.2432325,-0.013803095,31.93775641,NA
1382,Ggrap_4_34C,148.5601414,-0.014886337,34.01408621,NA
1383,Ggrap_4_36C,141.9351327,-0.005571006,35.9781125,NA
1384,Ggrap_4_38C,137.1905407,-0.005826126,37.8800129,NA
1385,Ggrap_6_14C,243.0777436,-0.012524958,14.40231515,NA
1386,Ggrap_6_18C,245.7048534,-0.012593754,20.0283625,NA
1387,Ggrap_6_22C,220.6443175,-0.022994121,22.36074051,NA
1388,Ggrap_6_24C,218.3006982,-0.0388098,24.03638554,NA
1389,Ggrap_6_26C,202.7070494,-0.042491471,26.13754696,NA
1390,Ggrap_6_27C,196.8250592,-0.042250571,27.13543312,NA
1391,Ggrap_6_28C,186.7802401,-0.046948738,28.10469811,NA
1392,Ggrap_6_29C,181.5603518,-0.038067981,29.09117262,NA
1393,Ggrap_6_30C,177.740682,-0.040723844,29.98330488,NA
1394,Ggrap_6_32C,149.1979266,-0.045136843,31.97344586,NA
1395,Ggrap_6_34C,144.3709726,-0.047824416,34.08306322,NA
1396,Ggrap_6_36C,142.2618982,-0.049793406,36.0349875,NA
1397,Ggrap_6_38C,151.7044093,-0.005677428,37.97699359,NA
1398,Ggrap_7_14C,235.3958633,-0.008432233,14.42464242,NA
1399,Ggrap_7_18C,235.3617301,-0.010680399,18.32017801,NA
1400,Ggrap_7_22C,213.8873725,-0.015761273,22.43291139,NA
1401,Ggrap_7_24C,208.0322051,-0.016400364,24.11638554,NA
1402,Ggrap_7_26C,197.0111085,-0.017672048,26.27522652,NA
1403,Ggrap_7_27C,191.0930628,-0.019401011,27.22728662,NA
1404,Ggrap_7_28C,180.9725285,-0.01949135,28.19141509,NA
1405,Ggrap_7_29C,177.5411645,-0.019786763,29.18213095,NA
1406,Ggrap_7_30C,174.5436926,-0.020886724,30.06491463,NA
1407,Ggrap_7_32C,163.7856089,-0.020793975,32.00798718,NA
1408,Ggrap_7_34C,152.7728285,-0.022376798,34.13827586,NA
1409,Ggrap_7_36C,145.4005346,-0.022728684,36.09240994,NA
1410,Ggrap_7_38C,140.6080767,-0.00714333,37.97835256,NA
1411,Ggrap_9_14C,243.0896091,-0.011693105,14.43346667,NA
1412,Ggrap_9_18C,244.6233574,-0.020080488,18.26229843,NA
1413,Ggrap_9_22C,210.3212274,-0.024273708,22.26894937,NA
1414,Ggrap_9_24C,206.5626374,-0.039462041,24.01770482,NA
1415,Ggrap_9_26C,200.3745091,-0.04187278,26.16478333,NA
1416,Ggrap_9_27C,191.0468004,-0.048620104,27.13661783,NA
1417,Ggrap_9_28C,183.9669509,-0.036391235,28.08230625,NA
1418,Ggrap_9_29C,177.7191227,-0.034999232,28.96572455,NA
1419,Ggrap_9_30C,172.2163818,-0.038616745,29.96255488,NA
1420,Ggrap_9_32C,144.5587793,-0.043540761,31.94592949,NA
1421,Ggrap_9_34C,143.9941982,-0.046462894,34.02786782,NA
1422,Ggrap_9_36C,135.3569457,-0.048512294,36.04311801,NA
1423,Ggrap_9_38C,149.7055593,-0.005721293,37.92686452,NA
1424,GgrapBk_5_14C,247.5268617,-0.000705805,14.42631515,NA
1425,GgrapBk_5_18C,250.3258509,-0.000926361,18.29781481,NA
1426,GgrapBk_5_22C,234.2913315,-0.001517193,22.36351282,NA
1427,GgrapBk_5_24C,222.6416747,-0.00202393,24.0479878,NA
1428,GgrapBk_5_26C,211.5859404,-0.002866366,26.17758333,NA
1429,GgrapBk_5_27C,202.8697968,-0.003544798,27.14062338,NA
1430,GgrapBk_5_28C,196.347784,-0.00352995,28.09382278,NA
1431,GgrapBk_5_29C,192.8908129,-0.003590467,29.07918563,NA
1432,GgrapBk_5_30C,188.3285496,-0.003313281,29.9777284,NA
1433,GgrapBk_5_32C,179.8605964,-0.002487843,31.95402548,NA
1434,GgrapBk_5_34C,169.8817,-0.002843502,34.07042442,NA
1435,GgrapBk_5_36C,160.7067035,-0.003952851,36.00335669,NA
1436,GgrapBk_5_38C,150.8286675,-0.004234067,37.91447712,NA
1437,GgrapBk_8_14C,243.5203162,-0.000998555,14.17544848,NA
1438,GgrapBk_8_18C,243.2001105,-0.00100305,18.21002094,NA
1439,GgrapBk_8_22C,230.1393987,-0.001779197,22.33531013,NA
1440,GgrapBk_8_24C,217.691245,-0.002073831,24.00719277,NA
1441,GgrapBk_8_26C,207.2060267,-0.002858812,26.14518785,NA
1442,GgrapBk_8_27C,198.7015057,-0.00365799,27.12217834,NA
1443,GgrapBk_8_28C,192.1092373,-0.003594191,28.05572327,NA
1444,GgrapBk_8_29C,188.621569,-0.003699112,29.04675595,NA
1445,GgrapBk_8_30C,183.9345425,-0.003892985,29.93827607,NA
1446,GgrapBk_8_32C,175.6024874,-0.002391628,31.89832051,NA
1447,GgrapBk_8_34C,165.238064,-0.003202302,33.97813218,NA
1448,GgrapBk_8_36C,156.6416734,-0.004074028,35.93124845,NA
1449,GgrapBk_8_38C,147.621089,-0.004607332,37.82714103,NA
1450,Grac_1_14C_D,213.6633871,-0.010525538,14.39689474,NA
1451,Grac_1_14C,203.0240492,0.039370769,14.54805405,NA
1452,Grac_1_18C_D,206.0067742,-0.016186499,18.84109091,NA
1453,Grac_1_18C,193.4284054,0.050732024,18.58319512,NA
1454,Grac_1_22C_D,225.0696077,-0.019736337,22.31334848,NA
1455,Grac_1_22C,192.493359,0.062367636,22.18455208,NA
1456,Grac_1_26C_D,191.3267178,-0.017514591,26.26522449,NA
1457,Grac_1_26C,173.22174,0.054069247,26.22907143,NA
1458,Grac_1_28C_D,210.8009461,-0.022068421,28.24683333,NA
1459,Grac_1_28C,179.3195483,0.064696781,28.18417949,NA
1460,Grac_1_30C_D,175.6835829,-0.019677858,30.08656522,NA
1461,Grac_1_30C,165.6909586,0.053408676,29.98535135,NA
1462,Grac_1_32C_D,170.344915,-0.020693971,32.11038462,NA
1463,Grac_1_32C,156.2501392,0.047169449,32.06604918,NA
1464,Grac_1_34C_D,148.8739431,-0.023515761,34.01463043,NA
1465,Grac_1_34C,139.4228551,0.027701286,34.00804167,NA
1466,Grac_1_36C_D,104.250923,-0.025342797,36.75201493,NA
1467,Grac_1_36C,125.5432326,-0.006192269,36.04645455,NA
1468,Grac_10_14C_D,221.3407108,-0.01107013,14.42402703,NA
1469,Grac_10_14C,211.3598337,0.041450367,14.56156757,NA
1470,Grac_10_18C_D,216.7237383,-0.014920269,18.91084091,NA
1471,Grac_10_18C,204.3578746,0.055484039,18.67015,NA
1472,Grac_10_22C_D,241.0102236,-0.021379149,22.33721212,NA
1473,Grac_10_22C,205.1734507,0.070477919,22.20220213,NA
1474,Grac_10_26C_D,206.9451355,-0.020773798,26.3811,NA
1475,Grac_10_26C,185.0974968,0.069282438,26.35218182,NA
1476,Grac_10_28C_D,260.6574349,-0.02684364,28.28213953,NA
1477,Grac_10_28C,210.983717,0.106578816,28.19960256,NA
1478,Grac_10_30C_D,189.5401287,-0.021779507,30.10202899,NA
1479,Grac_10_30C,175.3503962,0.071410301,29.98244737,NA
1480,Grac_10_32C_D,182.5279998,-0.022797352,32.15214063,NA
1481,Grac_10_32C,165.9131554,0.060891604,32.11181967,NA
1482,Grac_10_34C_D,145.1060993,-0.02488919,34.04476087,NA
1483,Grac_10_34C,147.2996599,0.010582158,34.03954386,NA
1484,Grac_10_36C_D,88.30441181,-0.023820691,36.82618182,NA
1485,Grac_10_36C,124.2989392,-0.024980851,36.08385714,NA
1486,Grac_2_14C_D,216.9713504,-0.009236783,14.42954054,NA
1487,Grac_2_14C,206.4480021,0.044445222,14.55748649,NA
1488,Grac_2_18C_D,215.0122886,-0.01320141,19.01104545,NA
1489,Grac_2_18C,198.4787982,0.058812644,18.77254762,NA
1490,Grac_2_22C_D,239.9126222,-0.017172381,22.39898462,NA
1491,Grac_2_22C,196.4494203,0.077564143,22.26954737,NA
1492,Grac_2_26C_D,202.5462161,-0.015475435,26.35854,NA
1493,Grac_2_26C,177.4602784,0.06882907,26.31555357,NA
1494,Grac_2_28C_D,255.3275982,-0.021826152,28.36247619,NA
1495,Grac_2_28C,191.8821964,0.126327095,28.28788462,NA
1496,Grac_2_30C_D,188.9692302,-0.017656227,30.18298551,NA
1497,Grac_2_30C,170.7595625,0.082537032,30.082,NA
1498,Grac_2_32C_D,185.0508661,-0.019024041,32.21652308,NA
1499,Grac_2_32C,162.2258464,0.070799736,32.1712623,NA
1500,Grac_2_34C_D,144.9706416,-0.022819652,34.13184783,NA
1501,Grac_2_34C,144.8219174,0.011175025,34.12353571,NA
1502,Grac_2_36C_D,85.75808441,-0.020632483,36.88283582,NA
1503,Grac_2_36C,120.0426955,-0.024671444,36.16218182,NA
1504,Grac_4_14C_D,197.2076968,-0.01076041,14.40624324,NA
1505,Grac_4_14C,186.5668418,0.038256613,14.5472973,NA
1506,Grac_4_18C_D,191.9291829,-0.015841056,18.93556818,NA
1507,Grac_4_18C,177.1466016,0.049749128,18.7101,NA
1508,Grac_4_22C_D,210.8338911,-0.020213638,22.3360303,NA
1509,Grac_4_22C,175.8036808,0.066149863,22.20250526,NA
1510,Grac_4_26C_D,180.1036066,-0.017543136,26.31942,NA
1511,Grac_4_26C,157.6841991,0.059347237,26.28105357,NA
1512,Grac_4_28C_D,221.5022691,-0.023006965,28.28266667,NA
1513,Grac_4_28C,175.86245,0.090854226,28.20738462,NA
1514,Grac_4_30C_D,166.8708749,-0.020203742,30.08911594,NA
1515,Grac_4_30C,152.420332,0.066342647,29.97926316,NA
1516,Grac_4_32C_D,160.3921971,-0.020403385,32.14264615,NA
1517,Grac_4_32C,143.5968369,0.051486814,32.1027377,NA
1518,Grac_4_34C_D,138.1965262,-0.016036705,34.04582609,NA
1519,Grac_4_34C,130.6863378,0.03620914,34.03803571,NA
1520,Grac_4_36C_D,106.9318734,-0.025291966,36.69991045,NA
1521,Grac_4_36C,116.0081861,-0.009057486,36.292,NA
1522,Grac_5_14C_D,218.8002891,-0.008946218,14.45488889,NA
1523,Grac_5_14C,207.0883067,0.044362597,14.58375676,NA
1524,Grac_5_18C_D,213.0505783,-0.012027866,18.92645455,NA
1525,Grac_5_18C,194.9938213,0.061490542,18.674875,NA
1526,Grac_5_22C_D,244.5169193,-0.01801213,22.39027692,NA
1527,Grac_5_22C,194.1327302,0.093665368,22.25151579,NA
1528,Grac_5_26C_D,207.6561343,-0.015636746,26.36136,NA
1529,Grac_5_26C,177.786216,0.080864597,26.32605357,NA
1530,Grac_5_28C_D,264.9734089,-0.022213306,28.31590476,NA
1531,Grac_5_28C,201.4407964,0.133553688,28.24120513,NA
1532,Grac_5_30C_D,195.4607814,-0.017422268,30.14024638,NA
1533,Grac_5_30C,172.1029493,0.096859018,30.02689474,NA
1534,Grac_5_32C_D,184.2335661,-0.018952121,32.15149231,NA
1535,Grac_5_32C,161.4656782,0.068758075,32.09909836,NA
1536,Grac_5_34C_D,150.4119891,-0.02190527,34.1031087,NA
1537,Grac_5_34C,145.7782505,0.02464485,34.099,NA
1538,Grac_5_36C_D,96.08408805,-0.020720185,36.77761194,NA
1539,Grac_5_36C,123.6479534,-0.022902076,35.99547917,NA
1540,Grac_6_14C_D,214.5817222,-0.007171551,14.38332432,NA
1541,Grac_6_14C,204.1418787,0.03656105,14.49456757,NA
1542,Grac_6_18C_D,214.3480135,-0.009894501,19.03375,NA
1543,Grac_6_18C,198.9730088,0.055545717,18.815125,NA
1544,Grac_6_22C_D,237.7800494,-0.012141203,22.34456923,NA
1545,Grac_6_22C,194.9714691,0.077756511,22.18882105,NA
1546,Grac_6_26C_D,201.20343,-0.01106635,26.3421,NA
1547,Grac_6_26C,178.8381333,0.060149686,26.31598214,NA
1548,Grac_6_28C_D,240.3327182,-0.014901982,28.289,NA
1549,Grac_6_28C,193.3404463,0.094294341,28.18708974,NA
1550,Grac_6_30C_D,187.6159316,-0.014605006,30.18655072,NA
1551,Grac_6_30C,171.6162824,0.071004412,30.07789474,NA
1552,Grac_6_32C_D,181.6060482,-0.016021255,32.24124615,NA
1553,Grac_6_32C,161.3095986,0.060091732,32.20096721,NA
1554,Grac_6_34C_D,138.4598441,-0.019853537,34.14558696,NA
1555,Grac_6_34C,142.3277162,-3.37E-05,34.15319643,NA
1556,Grac_6_36C_D,96.59511989,-0.020156545,36.96310448,NA
1557,Grac_6_36C,123.6792759,-0.019509188,36.2042381,NA
1558,Grac_7_14C_D,210.9677488,-0.008643072,14.478,NA
1559,Grac_7_14C,199.3258529,0.046510154,14.61964865,NA
1560,Grac_7_18C_D,204.3413362,-0.013788462,18.94856818,NA
1561,Grac_7_18C,190.4011645,0.059534756,18.695775,NA
1562,Grac_7_22C_D,226.5732032,-0.017069991,22.49621212,NA
1563,Grac_7_22C,188.282708,0.075726095,22.40253684,NA
1564,Grac_7_26C_D,191.5654433,-0.015694644,26.37934,NA
1565,Grac_7_26C,170.7459249,0.064947881,26.34748214,NA
1566,Grac_7_28C_D,239.3069498,-0.01926191,28.32509524,NA
1567,Grac_7_28C,186.5961765,0.101222433,28.22879487,NA
1568,Grac_7_30C_D,179.9919622,-0.017689261,30.21381159,NA
1569,Grac_7_30C,164.5245704,0.080375096,30.11335135,NA
1570,Grac_7_32C_D,173.6421891,-0.019843139,32.26182813,NA
1571,Grac_7_32C,154.0717926,0.066085261,32.22335,NA
1572,Grac_7_34C_D,125.1421886,-0.020617143,34.17567391,NA
1573,Grac_7_34C,132.3554732,-0.008867283,34.18503509,NA
1574,Grac_7_36C_D,80.74073468,-0.019998113,36.91989552,NA
1575,Grac_7_36C,113.53039,-0.025469701,36.16402381,NA
1576,Grac_8_14C_D,208.8237127,-0.007331746,14.38930556,NA
1577,Grac_8_14C,198.8396054,0.038703079,14.53645946,NA
1578,Grac_8_18C_D,206.4214623,-0.011408571,18.90084091,NA
1579,Grac_8_18C,195.1046617,0.055447564,18.6746,NA
1580,Grac_8_22C_D,230.5062771,-0.015355714,22.30478788,NA
1581,Grac_8_22C,190.8670629,0.0754433,22.17749474,NA
1582,Grac_8_26C_D,198.1077544,-0.013356525,26.28582,NA
1583,Grac_8_26C,175.5022533,0.068237576,26.25516364,NA
1584,Grac_8_28C_D,259.6458667,-0.021977411,28.24319048,NA
1585,Grac_8_28C,201.4311839,0.116380157,28.16370513,NA
1586,Grac_8_30C_D,186.0886396,-0.015622803,30.07595652,NA
1587,Grac_8_30C,167.1841073,0.086261694,29.96515789,NA
1588,Grac_8_32C_D,177.8598431,-0.017051856,32.1225625,NA
1589,Grac_8_32C,156.9120563,0.064931488,32.08763934,NA
1590,Grac_8_34C_D,140.3695849,-0.022538743,33.99773913,NA
1591,Grac_8_34C,141.4533051,0.009727005,33.98892982,NA
1592,Grac_8_36C_D,83.02040757,-0.02076798,36.80950746,NA
1593,Grac_8_36C,115.1290441,-0.022120222,36.07395238,NA
1594,GracBk_3_14C_D,183.0032284,-0.000106518,14.22035135,NA
1595,GracBk_3_14C,183.1110102,-3.72E-05,14.33017073,NA
1596,GracBk_3_18C_D,188.1048548,-0.000134769,18.77727273,NA
1597,GracBk_3_18C,188.4714641,-0.001075338,18.523725,NA
1598,GracBk_3_22C_D,186.8709945,-0.000926238,22.24622727,NA
1599,GracBk_3_22C,187.8225513,-0.001180113,22.14476842,NA
1600,GracBk_3_26C_D,171.2253078,-0.001787837,26.21632,NA
1601,GracBk_3_26C,172.7669082,-0.001572031,26.19673214,NA
1602,GracBk_3_28C_D,164.1372271,-0.003568987,28.17847619,NA
1603,GracBk_3_28C,165.6387723,-0.002942944,28.13397436,NA
1604,GracBk_3_30C_D,159.8719245,-0.00209384,30.03885507,NA
1605,GracBk_3_30C,160.865302,-0.002895211,29.94815789,NA
1606,GracBk_3_32C_D,151.6929413,-0.002237092,32.08204615,NA
1607,GracBk_3_32C,152.4948162,-0.001846923,32.06465574,NA
1608,GracBk_3_34C_D,140.4300806,-0.00422661,33.96508696,NA
1609,GracBk_3_34C,142.6749935,-0.003629949,33.97355224,NA
1610,GracBk_3_36C_D,121.7011274,-0.003778381,36.65101493,NA
1611,GracBk_3_36C,127.479725,-0.003714958,36.00509091,NA
1612,GracBk_9_14C_D,182.8787666,-0.000889133,14.30052778,NA
1613,GracBk_9_14C,183.0683057,-0.000756324,14.433,NA
1614,GracBk_9_18C_D,189.5179414,-0.000878755,18.85775,NA
1615,GracBk_9_18C,189.8716067,-0.001096553,18.6209,NA
1616,GracBk_9_22C_D,188.9086741,-0.001076164,22.2830303,NA
1617,GracBk_9_22C,189.5373729,-0.001319191,22.17349474,NA
1618,GracBk_9_26C_D,172.8091701,-0.003291884,26.2946,NA
1619,GracBk_9_26C,174.5800112,-0.003600902,26.28392727,NA
1620,GracBk_9_28C_D,166.4578294,-0.003190923,28.23695349,NA
1621,GracBk_9_28C,168.3541825,-0.003089407,28.18673077,NA
1622,GracBk_9_30C_D,162.5729715,-0.002312159,30.06971014,NA
1623,GracBk_9_30C,163.8567822,-0.003348308,29.95965789,NA
1624,GracBk_9_32C_D,154.0844203,-0.002332016,32.09945313,NA
1625,GracBk_9_32C,155.3721338,-0.00270116,32.07185246,NA
1626,GracBk_9_34C_D,144.1942107,-0.002319439,34.00386957,NA
1627,GracBk_9_34C,145.7712916,-0.003206897,34.00811429,NA
1628,GracBk_9_36C_D,124.12576,-0.003945479,36.69257576,NA
1629,GracBk_9_36C,130.1968179,-0.003880534,36.0272619,NA
1630,Lsemi_1_14C,238.8495236,-0.014874456,14.31606329,NA
1631,Lsemi_1_16C,237.2938898,-0.015574435,16.24839157,NA
1632,Lsemi_1_18C,235.8993044,-0.018220308,18.10308176,NA
1633,Lsemi_1_20C,229.4323594,-0.020192442,20.06136585,NA
1634,Lsemi_1_22C,218.0555238,-0.023471612,22.15307927,NA
1635,Lsemi_1_24C,209.2268707,-0.026279713,24.00750303,NA
1636,Lsemi_1_26C,201.2562554,-0.02701216,26.00965,NA
1637,Lsemi_1_28C,181.1750218,-0.033003363,28.18443529,NA
1638,Lsemi_1_30C,175.7501525,-0.035530037,30.12045342,NA
1639,Lsemi_1_32C,156.5197275,-0.027391235,32.00225,NA
1640,Lsemi_1_34C,145.256575,-0.029396723,34.17965644,NA
1641,Lsemi_1_36C,135.3812351,-0.024656303,36.02972436,NA
1642,Lsemi_1_38C,126.2096989,-0.019925991,37.92692994,NA
1643,Lsemi_1_40C,113.2879067,-0.01647604,40.00900633,NA
1644,Lsemi_10_14C,249.9802643,-0.011963094,14.09132911,NA
1645,Lsemi_10_16C,247.0046097,-0.013323776,16.21572892,NA
1646,Lsemi_10_18C,244.0216524,-0.015047471,18.04649383,NA
1647,Lsemi_10_20C,237.279813,-0.017602819,20.01377711,NA
1648,Lsemi_10_22C,228.4539775,-0.020320097,22.1064908,NA
1649,Lsemi_10_24C,219.851406,-0.022452556,23.95968072,NA
1650,Lsemi_10_26C,209.6951161,-0.024665722,25.91474051,NA
1651,Lsemi_10_28C,188.5619984,-0.029228332,28.10173494,NA
1652,Lsemi_10_30C,179.1357011,-0.032367468,30.11190741,NA
1653,Lsemi_10_32C,161.6484476,-0.031506132,31.99367429,NA
1654,Lsemi_10_34C,148.2394518,-0.031446301,34.09860366,NA
1655,Lsemi_10_36C,138.5266517,-0.025400152,36.02752564,NA
1656,Lsemi_10_38C,128.6422695,-0.02097799,37.87529299,NA
1657,Lsemi_10_40C,119.5007122,-0.01912924,39.85213836,NA
1658,Lsemi_3_14C,239.3451358,-0.011149805,14.33008228,NA
1659,Lsemi_3_16C,238.2868924,-0.027947678,16.18115517,NA
1660,Lsemi_3_18C,235.4692974,-0.016225871,18.12155625,NA
1661,Lsemi_3_20C,229.0822609,-0.02042144,20.02120245,NA
1662,Lsemi_3_22C,221.3703505,-0.023985171,22.10953374,NA
1663,Lsemi_3_24C,212.7052899,-0.026520021,23.96791515,NA
1664,Lsemi_3_26C,203.2511673,-0.028832526,25.94300633,NA
1665,Lsemi_3_28C,183.6658341,-0.033563424,28.15524405,NA
1666,Lsemi_3_30C,178.6883654,-0.035331262,30.07434375,NA
1667,Lsemi_3_32C,162.6159256,-0.032379372,32.03906486,NA
1668,Lsemi_3_34C,151.3634919,-0.029066815,34.21916564,NA
1669,Lsemi_3_36C,139.1148066,-0.026348048,35.9911465,NA
1670,Lsemi_3_38C,127.3996049,-0.019914577,37.85480892,NA
1671,Lsemi_3_40C,113.7920768,-0.017079801,39.95664557,NA
1672,Lsemi_5_14C,236.8994879,-0.015538581,14.30292405,NA
1673,Lsemi_5_16C,234.3224058,-0.016115646,16.28834545,NA
1674,Lsemi_5_18C,232.4230463,-0.018100571,18.13734161,NA
1675,Lsemi_5_20C,225.0239111,-0.020118387,20.06402454,NA
1676,Lsemi_5_22C,215.721028,-0.024200227,22.15180982,NA
1677,Lsemi_5_24C,205.2422359,-0.02867378,24.00316867,NA
1678,Lsemi_5_26C,196.4497408,-0.030135803,25.93074684,NA
1679,Lsemi_5_28C,174.6032411,-0.036881385,28.19294012,NA
1680,Lsemi_5_30C,168.6131101,-0.039106247,30.13793827,NA
1681,Lsemi_5_32C,152.3540579,-0.039846736,32.09443956,NA
1682,Lsemi_5_34C,139.3564854,-0.033478153,34.04278395,NA
1683,Lsemi_5_36C,128.1615128,-0.030613334,36.02966879,NA
1684,Lsemi_5_38C,123.3165795,-0.02152687,37.92606369,NA
1685,Lsemi_5_40C,113.910843,-0.018840876,39.90529747,NA
1686,Lsemi_6_14C,243.0391283,-0.012476897,14.47513291,NA
1687,Lsemi_6_16C,239.4826677,-0.012145957,16.2839759,NA
1688,Lsemi_6_18C,236.9905521,-0.014036923,18.05809259,NA
1689,Lsemi_6_20C,232.1627583,-0.016722533,20.12563804,NA
1690,Lsemi_6_22C,221.6518734,-0.019881703,22.15673006,NA
1691,Lsemi_6_24C,212.7555761,-0.021557145,24.07262651,NA
1692,Lsemi_6_26C,204.0917932,-0.023051553,26.08241139,NA
1693,Lsemi_6_28C,183.0226353,-0.026988158,28.24611377,NA
1694,Lsemi_6_30C,177.1659187,-0.032402013,30.19172393,NA
1695,Lsemi_6_32C,159.0570163,-0.029863473,32.12469061,NA
1696,Lsemi_6_34C,149.8900879,-0.0280558,34.31679141,NA
1697,Lsemi_6_36C,137.3937764,-0.02400273,36.09394268,NA
1698,Lsemi_6_38C,127.7949297,-0.021297186,37.99914013,NA
1699,Lsemi_6_40C,112.6839566,-0.017607447,40.06837107,NA
1700,Lsemi_7_14C,228.7789068,-0.014207812,14.1541962,NA
1701,Lsemi_7_16C,227.7601896,-0.015256288,16.2825,NA
1702,Lsemi_7_18C,225.7781259,-0.018587948,18.10980247,NA
1703,Lsemi_7_20C,222.245565,-0.021638214,20.12105521,NA
1704,Lsemi_7_22C,210.4831075,-0.025874997,22.17785276,NA
1705,Lsemi_7_24C,200.0400231,-0.02798079,24.09101205,NA
1706,Lsemi_7_26C,191.687489,-0.028019957,26.06915823,NA
1707,Lsemi_7_28C,175.0896746,-0.03317146,28.24813772,NA
1708,Lsemi_7_30C,165.3867601,-0.034549431,30.1781227,NA
1709,Lsemi_7_32C,150.8763429,-0.035394447,32.14435,NA
1710,Lsemi_7_34C,140.2569281,-0.032139986,34.2763681,NA
1711,Lsemi_7_36C,129.1093845,-0.026704299,36.11984713,NA
1712,Lsemi_7_38C,121.3048535,-0.024672234,37.99502548,NA
1713,Lsemi_7_40C,104.429258,-0.022608459,40.10665823,NA
1714,Lsemi_8_14C,234.5118158,-0.007936439,14.28579114,NA
1715,Lsemi_8_16C,234.4657552,-0.008633885,16.18110303,NA
1716,Lsemi_8_18C,232.0903996,-0.010827844,18.20578395,NA
1717,Lsemi_8_20C,226.9479263,-0.012797436,20.04025904,NA
1718,Lsemi_8_22C,218.2953053,-0.01462462,22.10979141,NA
1719,Lsemi_8_24C,209.6000565,-0.016588583,23.91939157,NA
1720,Lsemi_8_26C,200.7589289,-0.017272984,25.92791772,NA
1721,Lsemi_8_28C,186.0496473,-0.019902921,28.1495988,NA
1722,Lsemi_8_30C,174.3504737,-0.020943348,30.12130247,NA
1723,Lsemi_8_32C,160.8836366,-0.022201601,31.99188202,NA
1724,Lsemi_8_34C,149.9124459,-0.021557641,34.18459259,NA
1725,Lsemi_8_36C,138.3882165,-0.016710017,35.95293631,NA
1726,Lsemi_8_38C,128.748369,-0.014076583,37.83889809,NA
1727,Lsemi_8_40C,115.0635546,-0.01322797,39.93331013,NA
1728,Lsemi_9_14C,238.4132424,-0.01191083,14.03368354,NA
1729,Lsemi_9_16C,235.9975072,-0.012517867,16.2496988,NA
1730,Lsemi_9_18C,233.3519562,-0.014895286,18.12477778,NA
1731,Lsemi_9_20C,227.6478109,-0.018431406,20.05205422,NA
1732,Lsemi_9_22C,220.0531044,-0.020347354,22.14892025,NA
1733,Lsemi_9_24C,210.7529322,-0.020846259,24.02771084,NA
1734,Lsemi_9_26C,201.615875,-0.023174681,25.98096835,NA
1735,Lsemi_9_28C,182.1189727,-0.028505393,28.15440361,NA
1736,Lsemi_9_30C,172.306011,-0.030091107,30.16154321,NA
1737,Lsemi_9_32C,158.5828864,-0.031848253,32.04296023,NA
1738,Lsemi_9_34C,142.557069,-0.027760749,34.07785802,NA
1739,Lsemi_9_36C,137.4013255,-0.024968276,35.97760256,NA
1740,Lsemi_9_38C,127.2225605,-0.018545597,37.83112739,NA
1741,Lsemi_9_40C,115.4132491,-0.017451426,39.93129747,NA
1742,LsemiBk_2_14C,244.7650789,-0.000485741,14.37924684,NA
1743,LsemiBk_2_16C,243.2477539,-0.000934094,16.27792169,NA
1744,LsemiBk_2_18C,240.5297554,-0.001244151,18.20539623,NA
1745,LsemiBk_2_20C,235.933393,-0.001792811,20.1502439,NA
1746,LsemiBk_2_22C,229.0434793,-0.002734655,22.19909202,NA
1747,LsemiBk_2_24C,221.2724974,-0.003048801,24.07144848,NA
1748,LsemiBk_2_26C,211.9132512,-0.003768851,26.06871519,NA
1749,LsemiBk_2_28C,200.8990501,-0.004059999,28.2512,NA
1750,LsemiBk_2_30C,185.4410981,-0.003610891,30.17170625,NA
1751,LsemiBk_2_32C,174.3094274,-0.00373337,31.91824064,NA
1752,LsemiBk_2_34C,160.419068,-0.003457319,34.26765031,NA
1753,LsemiBk_2_36C,148.5306772,-0.00367744,36.10540385,NA
1754,LsemiBk_2_38C,135.7900743,-0.002880323,37.95132484,NA
1755,LsemiBk_2_40C,123.5509484,-0.003155381,40.05539873,NA
1756,LsemiBk_4_14C,224.4724264,-0.000657659,14.30679747,NA
1757,LsemiBk_4_16C,222.4075798,-0.001088678,16.22660843,NA
1758,LsemiBk_4_18C,219.7086022,-0.001518239,18.17881366,NA
1759,LsemiBk_4_20C,215.5436345,-0.00224845,20.06692025,NA
1760,LsemiBk_4_22C,209.0522297,-0.002609717,22.15671166,NA
1761,LsemiBk_4_24C,201.3789879,-0.003348829,24.00487879,NA
1762,LsemiBk_4_26C,192.4459782,-0.004866829,25.97331013,NA
